répond au tchat du chef de l’ église avec un SMS	[IN:SEND_MESSAGE [SL:GROUP chef de l’ église SL:GROUP] IN:SEND_MESSAGE]
Envoie par message que je ne peux pas quitter le travail .	[IN:SEND_MESSAGE [SL:CONTENT_EXACT je ne peux pas quitter le travail SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à ma mère	[IN:SEND_MESSAGE [SL:RECIPIENT   [IN:GET_CONTACT [SL:CONTACT_RELATED ma SL:CONTACT_RELATED] [SL:TYPE_RELATION mère SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] IN:SEND_MESSAGE]
Envoie un message à Josh pour lui demander où se trouve l' hôtel et à quelle heure je devrais y être .	[IN:SEND_MESSAGE [SL:RECIPIENT Josh SL:RECIPIENT] [SL:CONTENT_EXACT   où   se   trouve   l'   hôtel   et   à   quelle   heure   je   devrais   y   être SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Michelle pour lui demander quand est - ce qu' elle arrive	[IN:SEND_MESSAGE [SL:RECIPIENT Michelle SL:RECIPIENT] [SL:CONTENT_EXACT quand est - ce qu' elle arrive SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Demande à Tammy si elle a eu le poste .	[IN:SEND_MESSAGE [SL:RECIPIENT Tammy SL:RECIPIENT] [SL:CONTENT_EXACT elle a eu le poste SL:CONTENT_EXACT] IN:SEND_MESSAGE]
peux - tu envoyer un message à toutes les personnes de ma famille pour savoir s' ils veulent récupérer des boissons de mon anniversaire	[IN:SEND_MESSAGE [SL:RECIPIENT   [IN:GET_CONTACT     [SL:CONTACT_RELATED ma SL:CONTACT_RELATED]     [SL:TYPE_RELATION famille SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] [SL:CONTENT_EXACT   ils   veulent   récupérer   des   boissons   de   mon   anniversaire SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Puis - je récupérer tous les messages envoyés à Telina au cours de l' année dernière ?	[IN:GET_MESSAGE [SL:RECIPIENT Telina SL:RECIPIENT] [SL:DATE_TIME au cours de l' année dernière SL:DATE_TIME] IN:GET_MESSAGE]
Demande à Joe de fermer le garage avant de partir de la maison .	[IN:SEND_MESSAGE [SL:RECIPIENT Joe SL:RECIPIENT] [SL:CONTENT_EXACT fermer le garage avant de partir de la maison SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Marsha et Gavin pour leur dire que je prévois une fête surprise pour Parker la semaine prochaine .	[IN:SEND_MESSAGE [SL:RECIPIENT Marsha SL:RECIPIENT] [SL:RECIPIENT Gavin SL:RECIPIENT] [SL:CONTENT_EXACT   je   prévois   une   fête   surprise   pour   Parker   la   semaine   prochaine SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à ma cliente pour lui faire savoir que je suis en retard	[IN:SEND_MESSAGE [SL:RECIPIENT ma cliente SL:RECIPIENT] [SL:CONTENT_EXACT je suis en retard SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message précisant que je prévois toujours de venir , mais que je serai en retard	[IN:SEND_MESSAGE [SL:CONTENT_EXACT   que   je   prévois   toujours   de   venir   ,   mais   que   je   serai   en   retard SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Rappelle - moi à minuit d' appeler Jane .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:DATE_TIME à minuit SL:DATE_TIME] [SL:TODO [IN:CREATE_CALL [SL:CONTACT Jane SL:CONTACT] IN:CREATE_CALL] SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi d' appeler Natalie demain	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO [IN:CREATE_CALL [SL:CONTACT Natalie SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi d' aller chez le médecin demain	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller chez le médecin SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:CREATE_REMINDER]
rappelle - moi de téléphoner à maman à sept heures	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO   [IN:CREATE_CALL     [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME à sept heures SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de prendre un chemin alternatif pour rentrer du travail ce soir .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO prendre un chemin alternatif pour rentrer du travail SL:TODO] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de venir chercher ma fille au cours de danse à 17h45 ce soir	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO venir chercher ma fille au cours de danse SL:TODO] [SL:DATE_TIME à 17h45 ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi d' appeler maman ce soir à 7 h	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO   [IN:CREATE_CALL     [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME ce soir à 7 h SL:DATE_TIME] IN:CREATE_REMINDER]
prévois un rappel pour le 14 août	[IN:CREATE_REMINDER [SL:DATE_TIME pour le 14 août SL:DATE_TIME] IN:CREATE_REMINDER]
y - a t - il quelque chose dans mes rappels	[IN:GET_REMINDER [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] IN:GET_REMINDER]
Rappelle - moi l' anniversaire de mes meilleurs amis	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO anniversaire de mes meilleurs amis SL:TODO] IN:CREATE_REMINDER]
Supprime tous les rappels de ce week - end .	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:DATE_TIME de ce week - end . SL:DATE_TIME] IN:DELETE_REMINDER]
Rappelle - moi d' aller chez le gynécologue mercredi à 16h .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller le gynécologue SL:TODO] [SL:DATE_TIME mercredi à 16h SL:DATE_TIME] IN:CREATE_REMINDER]
Nouveau rappel de faire immatriculer la voiture .	[IN:CREATE_REMINDER [SL:TODO faire immatriculer la voiture SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de nourrir mon poisson ce soir .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO nourrir mon poisson SL:TODO] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
N'oublie pas d' aller chercher l' ami de mon fils pour une soirée pyjama	[IN:CREATE_REMINDER [SL:TODO aller chercher l' ami de mon fils pour une soirée pyjama SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de me réveiller à 6 h demain .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO réveiller SL:TODO] [SL:DATE_TIME à 6 h demain SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de mettre mon site Internet à jour vendredi .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO mettre mon site Internet à jour SL:TODO] [SL:DATE_TIME vendredi SL:DATE_TIME] IN:CREATE_REMINDER]
premier élément rappel du rendez - vous chez le médecin lundi 14 août à 16 h	[IN:CREATE_REMINDER [SL:ORDINAL premier SL:ORDINAL] [SL:TODO rendez - vous chez le médecin SL:TODO] [SL:DATE_TIME lundi 14 août à 16 h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de donner à manger aux chiens aujourd'hui	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO donner à manger aux chiens SL:TODO] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de laisser les clés pour à James	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO laisser les clés pour à James SL:TODO] IN:CREATE_REMINDER]
supprime tous les rappels .	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] IN:DELETE_REMINDER]
rappelle - moi le rendez - vous chez le dentiste demain après - midi	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO rendez - vous chez le dentiste SL:TODO] [SL:DATE_TIME demain après - midi SL:DATE_TIME] IN:CREATE_REMINDER]
supprime mon rappel pour le dîner vendredi à 17 h	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO dîner SL:TODO] [SL:DATE_TIME vendredi à 17 h SL:DATE_TIME] IN:DELETE_REMINDER]
Montre - moi tous mes rappels .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Montre SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:AMOUNT tous SL:AMOUNT] IN:GET_REMINDER]
Rappelle - moi d' acheter du papier toilette aujourd'hui .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO acheter du papier toilette SL:TODO] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:CREATE_REMINDER]
supprime tous mes rappels d' aujourd'hui .	[IN:DELETE_REMINDER [SL:AMOUNT rappels SL:AMOUNT] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:DELETE_REMINDER]
Rappelle - moi lorsqu'il est 17 h .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:DATE_TIME 17 h SL:DATE_TIME] IN:CREATE_REMINDER]
programme un rappel pour aller chercher du lait demain soir	[IN:CREATE_REMINDER [SL:TODO aller chercher du lait SL:TODO] [SL:DATE_TIME demain soir SL:DATE_TIME] IN:CREATE_REMINDER]
Supprime le rappel de prendre un journal demain	[IN:DELETE_REMINDER [SL:TODO prendre un journal SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:DELETE_REMINDER]
rappelle - moi mon rendez - vous chez le docteur le mois prochain	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO rendez - vous chez le docteur SL:TODO] [SL:DATE_TIME le mois prochain SL:DATE_TIME] IN:CREATE_REMINDER]
Montre - moi mes rappels s' il te plaît	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Montre SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] IN:GET_REMINDER]
Annule tous mes rappels pour vendredi	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME pour vendredi SL:DATE_TIME] IN:DELETE_REMINDER]
affiche tous les rappels pour demain	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER affiche SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] [SL:DATE_TIME pour demain SL:DATE_TIME] IN:GET_REMINDER]
rappelle - moi d' éteindre mon alarme	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO éteindre mon alarme SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi d' aller chercher du pain ce soir	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller chercher du pain SL:TODO] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
Placer le rappel dans la corbeille	[IN:DELETE_REMINDER  IN:DELETE_REMINDER]
Quels sont mes rappels pour la semaine .	[IN:GET_REMINDER [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME pour la semaine SL:DATE_TIME] IN:GET_REMINDER]
Crée un nouveau rappel pour demain .	[IN:CREATE_REMINDER [SL:DATE_TIME pour demain SL:DATE_TIME] IN:CREATE_REMINDER]
annule mon rappel de rendez - vous	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO rendez - vous SL:TODO] IN:DELETE_REMINDER]
Je ne veux pas oublier de recharger mon téléphone	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Je SL:PERSON_REMINDED] [SL:TODO recharger mon téléphone SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi d' acheter du lait de soja	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO acheter du lait de soja SL:TODO] IN:CREATE_REMINDER]
Est - ce que j’ ai des rappels pour demain	[IN:GET_REMINDER [SL:PERSON_REMINDED j’ SL:PERSON_REMINDED] [SL:DATE_TIME pour demain SL:DATE_TIME] IN:GET_REMINDER]
Supprime le rappel pour promener le chien le samedi	[IN:DELETE_REMINDER [SL:TODO promener le chien SL:TODO] [SL:DATE_TIME le samedi SL:DATE_TIME] IN:DELETE_REMINDER]
créer un rappel à propos du lait	[IN:CREATE_REMINDER [SL:TODO lait SL:TODO] IN:CREATE_REMINDER]
Supprime le rappel pour repeindre notre maison ce mois - ci	[IN:DELETE_REMINDER [SL:PERSON_REMINDED notre SL:PERSON_REMINDED] [SL:TODO repeindre maison SL:TODO] [SL:DATE_TIME ce mois - ci SL:DATE_TIME] IN:DELETE_REMINDER]
Rappelle - moi d' appeler le dentiste demain pour prendre rendez - vous pour la semaine prochaine .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO   [IN:GET_TODO     [SL:TODO [IN:CREATE_CALL [SL:CONTACT le dentiste SL:CONTACT] IN:CREATE_CALL] SL:TODO]     [SL:DATE_TIME demain SL:DATE_TIME]     [SL:TODO prendre rendez - vous SL:TODO] IN:GET_TODO] SL:TODO] [SL:DATE_TIME pour la semaine prochaine SL:DATE_TIME] IN:CREATE_REMINDER]
Affiche tous les rappels de la conversation de groupe sur notre voyage entre filles .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Affiche SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] [SL:TODO conversation de groupe sur notre voyage entre filles SL:TODO] IN:GET_REMINDER]
peux - tu trouver des rappels d' horaires de début de réunion pour la semaine prochaine ?	[IN:GET_REMINDER [SL:TODO horaires de début de réunion SL:TODO] [SL:DATE_TIME pour la semaine prochaine SL:DATE_TIME] IN:GET_REMINDER]
Quelle est l' heure et le jour du rappel du rendez - vous chez le médecin de Tina ?	[IN:GET_REMINDER_DATE_TIME [SL:TODO du rendez - vous chez le médecin de Tina SL:TODO] IN:GET_REMINDER_DATE_TIME]
Quels rappels me reste - t - il pour aujourd'hui ?	[IN:GET_REMINDER [SL:PERSON_REMINDED me SL:PERSON_REMINDED] [SL:DATE_TIME pour aujourd'hui SL:DATE_TIME] IN:GET_REMINDER]
quand est mon prochain rappel pour ma réunion Rottweiler ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:ORDINAL prochain SL:ORDINAL] [SL:TODO ma réunion Rottweiler SL:TODO] IN:GET_REMINDER_DATE_TIME]
Dis - moi les rappels que j' ai jusqu'à présent pour l' hébergement de la convention du mois prochain à Huntsville .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Dis SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED j' SL:PERSON_REMINDED] [SL:TODO   [IN:GET_TODO     [SL:TODO hébergement de la convention SL:TODO]     [SL:DATE_TIME mois prochain SL:DATE_TIME]     [SL:LOCATION Huntsville SL:LOCATION] IN:GET_TODO] SL:TODO] IN:GET_REMINDER]
J’ ai besoin d’ un rappel pour appeler les RH à 15 heures aujourd’hui	[IN:CREATE_REMINDER [SL:TODO [IN:CREATE_CALL [SL:CONTACT RH SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME à 15 heures aujourd’hui SL:DATE_TIME] IN:CREATE_REMINDER]
Annule le rappel de mon rendez - vous chez le docteur en octobre .	[IN:DELETE_REMINDER [SL:TODO rendez - vous chez le docteur SL:TODO] [SL:DATE_TIME en octobre SL:DATE_TIME] IN:DELETE_REMINDER]
J' ai besoin d' un rappel pour chercher un lieu pour la fête d' anniversaire d' Aubrey	[IN:CREATE_REMINDER [SL:PERSON_REMINDED J' SL:PERSON_REMINDED] [SL:TODO chercher un lieu pour la fête d' anniversaire d' Aubrey SL:TODO] IN:CREATE_REMINDER]
Programme un rappel pour que ma fille rende visite à sa cousine Abby avant qu' elle ne parte pour l' université dans 4 jours !	[IN:CREATE_REMINDER [SL:PERSON_REMINDED   [IN:GET_CONTACT [SL:CONTACT_RELATED ma SL:CONTACT_RELATED] [SL:TYPE_RELATION fille SL:TYPE_RELATION] IN:GET_CONTACT] SL:PERSON_REMINDED] [SL:TODO   rende   visite   à   sa   cousine   Abby   avant   qu'   elle   ne   parte   pour   l'   université SL:TODO] [SL:DATE_TIME dans 4 jours SL:DATE_TIME] IN:CREATE_REMINDER]
est - ce que j' ai des rappels de rendez - vous médicaux	[IN:GET_REMINDER [SL:PERSON_REMINDED j' ai SL:PERSON_REMINDED] [SL:TODO rendez - vous médicaux SL:TODO] IN:GET_REMINDER]
quelle est l' heure du rappel fixé pour la fête de départ à la retraite de Jim	[IN:GET_REMINDER_DATE_TIME [SL:TODO la fête de départ à la retraite de Jim SL:TODO] IN:GET_REMINDER_DATE_TIME]
Je vais rencontrer mon amie d' école Kate , après de nombreuses années , ce vendredi soir à 17h . Peux - tu créer un rappel pour me le rappeler , Bot ?	[IN:CREATE_REMINDER [SL:TODO   [IN:GET_TODO     [SL:TODO       rencontrer       mon       amie       d'       école       Kate       ,       après       de       nombreuses       années SL:TODO]     [SL:DATE_TIME ce vendredi soir à 17h SL:DATE_TIME] IN:GET_TODO] SL:TODO] [SL:PERSON_REMINDED me SL:PERSON_REMINDED] IN:CREATE_REMINDER]
Crée un rappel pour que je n'oublie pas de faire la lessive quand j' arrive à la maison .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED je SL:PERSON_REMINDED] [SL:TODO faire la lessive SL:TODO] [SL:LOCATION [IN:GET_LOCATION  IN:GET_LOCATION] SL:LOCATION] IN:CREATE_REMINDER]
Supprime le rappel de déjeuner avec lui demain .	[IN:DELETE_REMINDER [SL:TODO déjeuner avec lui SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:DELETE_REMINDER]
Programme un rappel à 17 h .	[IN:CREATE_REMINDER [SL:DATE_TIME à 17 h SL:DATE_TIME] IN:CREATE_REMINDER]
Combien de rappels sur le chien j’ ai aujourd’hui ?	[IN:GET_REMINDER_AMOUNT [SL:TODO chien SL:TODO] [SL:PERSON_REMINDED j’ SL:PERSON_REMINDED] [SL:DATE_TIME aujourd’hui SL:DATE_TIME] IN:GET_REMINDER_AMOUNT]
rappelle - moi de prendre des nouvelles de maman aujourd’hui	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO prendre des nouvelles de maman SL:TODO] [SL:DATE_TIME aujourd’hui SL:DATE_TIME] IN:CREATE_REMINDER]
Supprime mon rappel pour la cuisine .	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO cuisine SL:TODO] IN:DELETE_REMINDER]
Règle une alarme pour ma fille pour qu' elle m' appelle samedi soir .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED   [IN:GET_CONTACT [SL:CONTACT_RELATED ma SL:CONTACT_RELATED] [SL:TYPE_RELATION fille SL:TYPE_RELATION] IN:GET_CONTACT] SL:PERSON_REMINDED] [SL:TODO [IN:CREATE_CALL [SL:CONTACT m' SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME samedi soir SL:DATE_TIME] IN:CREATE_REMINDER]
est - ce que le mémo pour la partie de basket est réglé ou a - t - il été supprimé ?	[IN:GET_REMINDER [SL:TODO basket SL:TODO] IN:GET_REMINDER]
Supprime mon rappel le plus récent .	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:DATE_TIME plus récent SL:DATE_TIME] IN:DELETE_REMINDER]
Je dois programmer une visite chez le vétérinaire pour mon oiseau . Rappelle - le moi demain .	[IN:CREATE_REMINDER [SL:TODO programmer une visite chez le vétérinaire pour mon oiseau SL:TODO] [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:DATE_TIME demain SL:DATE_TIME] IN:CREATE_REMINDER]
Est - ce que j' ai des rappels pour demain ?	[IN:GET_REMINDER [SL:DATE_TIME pour demain SL:DATE_TIME] IN:GET_REMINDER]
Supprime tous les rappels pour le bureau la semaine prochaine parce que je n’y serai pas	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:TODO   [IN:GET_TODO [SL:TODO bureau SL:TODO] [SL:DATE_TIME semaine prochaine SL:DATE_TIME] IN:GET_TODO] SL:TODO] [SL:PERSON_REMINDED je SL:PERSON_REMINDED] IN:DELETE_REMINDER]
envoie des rappels à tous les membres du groupe de l' entrepôt à propos de la réunion à venir	[IN:CREATE_REMINDER [SL:PERSON_REMINDED entrepôt SL:PERSON_REMINDED] [SL:TODO la réunion à venir SL:TODO] IN:CREATE_REMINDER]
Affiche les rappels de paiements des prêts étudiants , y compris les dates et les liens de remboursement	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Affiche SL:METHOD_RETRIEVAL_REMINDER] [SL:TODO   les   paiements   des   prêts   étudiants   ,   y   compris   les   dates   et   les   liens   de   remboursement SL:TODO] IN:GET_REMINDER]
Combien de rappels ai - je pour les rendez - vous d' épilation à la cire ?	[IN:GET_REMINDER_AMOUNT [SL:PERSON_REMINDED je SL:PERSON_REMINDED] [SL:TODO rendez - vous d' épilation à la cire SL:TODO] IN:GET_REMINDER_AMOUNT]
Quel est mon rappel pour le déjeuner avec Kimmie ?	[IN:GET_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO [IN:GET_TODO [SL:TODO déjeuner SL:TODO] [SL:ATTENDEE Kimmie SL:ATTENDEE] IN:GET_TODO] SL:TODO] IN:GET_REMINDER]
rappelle - moi à moi - même de manger le petit - déjeuner	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi - même SL:PERSON_REMINDED] [SL:TODO manger le petit - déjeuner SL:TODO] IN:CREATE_REMINDER]
Annule le rappel de la visite chez le vétérinaire pour le chien	[IN:DELETE_REMINDER [SL:TODO la visite chez le vétérinaire pour le chien SL:TODO] IN:DELETE_REMINDER]
Actualise mon rappel sur le toilettage de Melin à 10 h .	[IN:UPDATE_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO toilettage de Melin SL:TODO] [SL:DATE_TIME à 10 h SL:DATE_TIME] IN:UPDATE_REMINDER_DATE_TIME]
Rappelle - moi de changer de voiture	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO changer de voiture SL:TODO] IN:CREATE_REMINDER]
Supprime tous les rappels .	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] IN:DELETE_REMINDER]
Supprime tous mes rappels programmés pour le dîner pour les deux prochaines semaines entre 17h et 22h	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:TODO pour le dîner SL:TODO] [SL:DATE_TIME pour les deux prochaines semaines entre 17h et 22h SL:DATE_TIME] IN:DELETE_REMINDER]
rappelle - moi d’ envoyer les invitations pour la fête	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO envoyer les invitations pour la fête SL:TODO] IN:CREATE_REMINDER]
Crée un rappel .	[IN:CREATE_REMINDER  IN:CREATE_REMINDER]
Énumère tous les rappels pour la semaine prochaine .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Énumère SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] [SL:DATE_TIME pour la semaine prochaine SL:DATE_TIME] IN:GET_REMINDER]
affiche l' emplacement du rappel de la fête du 50e anniversaire des grands - parents	[IN:GET_REMINDER_LOCATION [SL:METHOD_RETRIEVAL_REMINDER affiche SL:METHOD_RETRIEVAL_REMINDER] [SL:TODO 50e anniversaire des grands - parents SL:TODO] IN:GET_REMINDER_LOCATION]
Change le rappel de se laver les cheveux demain .	[IN:UPDATE_REMINDER_DATE_TIME [SL:TODO laver les cheveux SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:UPDATE_REMINDER_DATE_TIME]
Rappelle - moi la rencontre avec Juan , lundi à 18 h	[IN:CREATE_REMINDER [SL:TODO la rencontre avec Juan , SL:TODO] [SL:DATE_TIME lundi à 18 h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de créer un modèle pour le travail d’ ici mercredi .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO créer un modèle pour le travail SL:TODO] [SL:DATE_TIME d’ ici mercredi SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de renouveler les médicaments de Riley aujourd'hui	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO renouveler les médicaments de Riley SL:TODO] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:CREATE_REMINDER]
Supprime tous mes rappels toutes les 30 minutes pour prendre la voiture la semaine prochaine	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME 30 minutes SL:DATE_TIME] [SL:TODO   [IN:GET_TODO     [SL:TODO prendre la voiture SL:TODO]     [SL:DATE_TIME la semaine prochaine SL:DATE_TIME] IN:GET_TODO] SL:TODO] IN:DELETE_REMINDER]
Je veux un rappel pour envoyer ces cartes d' anniversaire la semaine prochaine .	[IN:CREATE_REMINDER [SL:TODO envoyer ces cartes d' anniversaire SL:TODO] [SL:DATE_TIME semaine prochaine SL:DATE_TIME] IN:CREATE_REMINDER]
Remplace sur mon rappel de liste de courses les œufs et le beurre par des pancakes et du savon .	[IN:UPDATE_REMINDER_TODO [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO liste de courses SL:TODO] [SL:TODO les œufs et le beurre SL:TODO] [SL:TODO des pancakes et du savon SL:TODO] IN:UPDATE_REMINDER_TODO]
