Antworte im Chat mit der Kirchenführung	[IN:SEND_MESSAGE [SL:GROUP Kirchenführung SL:GROUP] IN:SEND_MESSAGE]
Was kann man nächsten Monat in Kent unternehmen ?	[IN:GET_EVENT [SL:LOCATION Kent SL:LOCATION] [SL:DATE_TIME nächsten Monat SL:DATE_TIME] IN:GET_EVENT]
Events in der Innenstadt von Appleton im April	[IN:GET_EVENT [SL:LOCATION Innenstadt von Appleton SL:LOCATION] [SL:DATE_TIME im April SL:DATE_TIME] IN:GET_EVENT]
Festivals in Raleigh nächsten Monat	[IN:GET_EVENT [SL:CATEGORY_EVENT Festivals SL:CATEGORY_EVENT] [SL:LOCATION Raleigh SL:LOCATION] [SL:DATE_TIME nächsten Monat SL:DATE_TIME] IN:GET_EVENT]
Veranstaltungen in Denver	[IN:GET_EVENT [SL:LOCATION Denver SL:LOCATION] IN:GET_EVENT]
Kunstfestivals im Jahr 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT Kunstfestivals SL:CATEGORY_EVENT] [SL:DATE_TIME im Jahr 2018 SL:DATE_TIME] IN:GET_EVENT]
Was ist heute Abend in Portland los ?	[IN:GET_EVENT [SL:LOCATION Portland SL:LOCATION] [SL:DATE_TIME heute Abend SL:DATE_TIME] IN:GET_EVENT]
Konzerte in San Jose	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerte SL:CATEGORY_EVENT] [SL:LOCATION San Jose SL:LOCATION] IN:GET_EVENT]
Was kann ich an diesem Wochenende machen ?	[IN:GET_EVENT [SL:DATE_TIME an diesem Wochenende SL:DATE_TIME] IN:GET_EVENT]
Das Beste , was man morgen Abend tun kann	[IN:GET_EVENT [SL:DATE_TIME morgen Abend SL:DATE_TIME] IN:GET_EVENT]
An welchen Veranstaltungen kann ich nächste Woche teilnehmen ?	[IN:GET_EVENT [SL:DATE_TIME nächste Woche SL:DATE_TIME] IN:GET_EVENT]
Was ist nächstes Wochenende in Dallas los ?	[IN:GET_EVENT [SL:LOCATION Dallas SL:LOCATION] [SL:DATE_TIME nächstes Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was ist dieses Wochenende in Honolulu los ?	[IN:GET_EVENT [SL:LOCATION Honolulu SL:LOCATION] [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Veranstaltungen an diesem Wochenende	[IN:GET_EVENT [SL:DATE_TIME an diesem Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was kann man morgen Abend Lustiges machen ?	[IN:GET_EVENT [SL:DATE_TIME morgen Abend SL:DATE_TIME] IN:GET_EVENT]
interessante Dinge , die man heute machen kann	[IN:GET_EVENT [SL:DATE_TIME heute SL:DATE_TIME] IN:GET_EVENT]
Was für amüsante Veranstaltungen wird es diese Woche in Montgomery County , Pennsylvania , geben ?	[IN:GET_EVENT [SL:LOCATION Montgomery County , Pennsylvania SL:LOCATION] [SL:DATE_TIME diese Woche SL:DATE_TIME] IN:GET_EVENT]
Was ist am Dienstagabend los ?	[IN:GET_EVENT [SL:DATE_TIME am Dienstagabend SL:DATE_TIME] IN:GET_EVENT]
Broadway - Shows , die diesen Monat Premiere haben	[IN:GET_EVENT [SL:CATEGORY_EVENT Broadway - Shows SL:CATEGORY_EVENT] [SL:DATE_TIME diesen Monat SL:DATE_TIME] IN:GET_EVENT]
Events in Portland , bitte	[IN:GET_EVENT [SL:LOCATION Portland SL:LOCATION] IN:GET_EVENT]
Sportveranstaltungen in Hardy morgen	[IN:GET_EVENT [SL:CATEGORY_EVENT Sportveranstaltungen SL:CATEGORY_EVENT] [SL:LOCATION Hardy SL:LOCATION] [SL:DATE_TIME morgen SL:DATE_TIME] IN:GET_EVENT]
Was findet heute Abend in Chicago statt ?	[IN:GET_EVENT [SL:LOCATION Chicago SL:LOCATION] [SL:DATE_TIME heute Abend SL:DATE_TIME] IN:GET_EVENT]
Was ist diese Woche in LA los ?	[IN:GET_EVENT [SL:LOCATION LA SL:LOCATION] [SL:DATE_TIME diese Woche SL:DATE_TIME] IN:GET_EVENT]
Such mir etwas , das ich tun kann	[IN:GET_EVENT  IN:GET_EVENT]
Aktivitäten in Detroit im April	[IN:GET_EVENT [SL:LOCATION Detroit SL:LOCATION] [SL:DATE_TIME im April SL:DATE_TIME] IN:GET_EVENT]
Was ist morgen los	[IN:GET_EVENT [SL:DATE_TIME morgen SL:DATE_TIME] IN:GET_EVENT]
Veranstaltungen in Des Moines .	[IN:GET_EVENT [SL:LOCATION Des Moines SL:LOCATION] IN:GET_EVENT]
Dinge , die heute zu erledigen sind	[IN:GET_EVENT [SL:DATE_TIME heute SL:DATE_TIME] IN:GET_EVENT]
Konzerte in Knoxville im Dezember	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerte SL:CATEGORY_EVENT] [SL:LOCATION Knoxville SL:LOCATION] [SL:DATE_TIME im Dezember SL:DATE_TIME] IN:GET_EVENT]
Was sind die aktuellen Veranstaltungen in Washington DC ?	[IN:GET_EVENT [SL:LOCATION Washington DC SL:LOCATION] IN:GET_EVENT]
Sag mir , welche kulinarischen Feste im September in Des Moines stattfinden werden	[IN:GET_EVENT [SL:CATEGORY_EVENT kulinarischen Feste SL:CATEGORY_EVENT] [SL:DATE_TIME im September SL:DATE_TIME] [SL:LOCATION Des Moines SL:LOCATION] IN:GET_EVENT]
Konzerte in New York nächstes Wochenende	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerte SL:CATEGORY_EVENT] [SL:LOCATION New York SL:LOCATION] [SL:DATE_TIME nächstes Wochenende SL:DATE_TIME] IN:GET_EVENT]
Dinnertheater - Aufführungen heute Abend in New Hope	[IN:GET_EVENT [SL:CATEGORY_EVENT Dinnertheater - Aufführungen SL:CATEGORY_EVENT] [SL:LOCATION New Hope SL:LOCATION] [SL:DATE_TIME heute Abend SL:DATE_TIME] IN:GET_EVENT]
Was kann man am Freitag in Houston machen ?	[IN:GET_EVENT [SL:LOCATION Houston SL:LOCATION] [SL:DATE_TIME am Freitag SL:DATE_TIME] IN:GET_EVENT]
Unterhaltsame Dinge , die man in Schenectady tun kann	[IN:GET_EVENT [SL:LOCATION Schenectady SL:LOCATION] IN:GET_EVENT]
Dinge , die man heute in NYC unternehmen kann	[IN:GET_EVENT [SL:LOCATION NYC SL:LOCATION] [SL:DATE_TIME heute SL:DATE_TIME] IN:GET_EVENT]
Ist dieses Wochenende irgendwas los , was Spaß macht ?	[IN:GET_EVENT [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Comedy - Veranstaltungen nach 21 Uhr morgen	[IN:GET_EVENT [SL:CATEGORY_EVENT Comedy SL:CATEGORY_EVENT] [SL:DATE_TIME nach 21 Uhr morgen SL:DATE_TIME] IN:GET_EVENT]
Welche Konzerte sind diesen Monat im Programm ?	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerte SL:CATEGORY_EVENT] [SL:DATE_TIME diesen Monat SL:DATE_TIME] IN:GET_EVENT]
Gibt es in dieser Woche irgendwas Interessantes ?	[IN:GET_EVENT [SL:DATE_TIME in dieser Woche SL:DATE_TIME] IN:GET_EVENT]
Welche Events gibt es dieses Wochenende in Newport ?	[IN:GET_EVENT [SL:LOCATION Newport SL:LOCATION] [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Ist diese Woche irgendwas in Detroit los ?	[IN:GET_EVENT [SL:LOCATION Detroit SL:LOCATION] [SL:DATE_TIME diese Woche SL:DATE_TIME] IN:GET_EVENT]
Ist nächstes Wochenende in New York etwas los ?	[IN:GET_EVENT [SL:LOCATION New York SL:LOCATION] [SL:DATE_TIME nächstes Wochenende SL:DATE_TIME] IN:GET_EVENT]
Um welche Zeit ist die Parade morgen in Austin ?	[IN:GET_DATE_TIME_EVENT [SL:CATEGORY_EVENT Parade SL:CATEGORY_EVENT] [SL:DATE_TIME morgen SL:DATE_TIME] [SL:LOCATION Austin SL:LOCATION] IN:GET_DATE_TIME_EVENT]
Finde ein Konzert für mich	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzert SL:CATEGORY_EVENT] IN:GET_EVENT]
Was kann ich dieses Wochenende in New York unternehmen ?	[IN:GET_EVENT [SL:LOCATION New York SL:LOCATION] [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was ist heute Abend in Hartford , Connecticut , los ?	[IN:GET_EVENT [SL:DATE_TIME heute Abend SL:DATE_TIME] [SL:LOCATION Hartford , Connecticut SL:LOCATION] IN:GET_EVENT]
Aktivitäten in Rochester diese Woche	[IN:GET_EVENT [SL:LOCATION Rochester SL:LOCATION] [SL:DATE_TIME diese Woche SL:DATE_TIME] IN:GET_EVENT]
Such nach Konzerten morgen in Melbourne	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerten SL:CATEGORY_EVENT] [SL:LOCATION Melbourne SL:LOCATION] [SL:DATE_TIME morgen SL:DATE_TIME] IN:GET_EVENT]
Ist heute Abend irgendwas in den Stockyards los ?	[IN:GET_EVENT [SL:LOCATION den Stockyards SL:LOCATION] [SL:DATE_TIME heute Abend SL:DATE_TIME] IN:GET_EVENT]
Was kann man im Dezember in Nord - Utah tun ?	[IN:GET_EVENT [SL:DATE_TIME im Dezember SL:DATE_TIME] [SL:LOCATION Nord - Utah SL:LOCATION] IN:GET_EVENT]
Bandauftritte in Memphis	[IN:GET_EVENT [SL:CATEGORY_EVENT Bandauftritte SL:CATEGORY_EVENT] [SL:LOCATION Memphis SL:LOCATION] IN:GET_EVENT]
Was gibt es nächste Woche in Milwaukee ?	[IN:GET_EVENT [SL:LOCATION Milwaukee SL:LOCATION] [SL:DATE_TIME nächste Woche SL:DATE_TIME] IN:GET_EVENT]
Veranstaltungen nächsten Monat in Los Angeles	[IN:GET_EVENT [SL:DATE_TIME nächsten Monat SL:DATE_TIME] [SL:LOCATION Los Angeles SL:LOCATION] IN:GET_EVENT]
Was kann man diese Woche in Los Angeles unternehmen ?	[IN:GET_EVENT [SL:LOCATION Los Angeles SL:LOCATION] [SL:DATE_TIME diese Woche SL:DATE_TIME] IN:GET_EVENT]
Was kann man dieses Wochenende unternehmen ?	[IN:GET_EVENT [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was kann man heute unternehmen ?	[IN:GET_EVENT [SL:DATE_TIME heute SL:DATE_TIME] IN:GET_EVENT]
Was kann ich diesen Samstag unternehmen ?	[IN:GET_EVENT [SL:DATE_TIME diesen Samstag SL:DATE_TIME] IN:GET_EVENT]
Liste die heutigen Veranstaltungen auf	[IN:GET_EVENT [SL:DATE_TIME heutigen SL:DATE_TIME] IN:GET_EVENT]
Filme , die heute Abend laufen	[IN:GET_EVENT [SL:CATEGORY_EVENT Filme , die laufen SL:CATEGORY_EVENT] [SL:DATE_TIME heute Abend SL:DATE_TIME] IN:GET_EVENT]
Events am Sonntag	[IN:GET_EVENT [SL:DATE_TIME am Sonntag SL:DATE_TIME] IN:GET_EVENT]
Irgendwelche Partys , die ich besuchen sollte ?	[IN:GET_EVENT [SL:CATEGORY_EVENT Partys SL:CATEGORY_EVENT] IN:GET_EVENT]
Gibt es dieses Wochenende coole Partys ?	[IN:GET_EVENT [SL:CATEGORY_EVENT Partys SL:CATEGORY_EVENT] [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was soll ich dieses Wochenende unternehmen ?	[IN:GET_EVENT [SL:DATE_TIME dieses Wochenende SL:DATE_TIME] IN:GET_EVENT]
Was kann ich unternehmen ?	[IN:GET_EVENT  IN:GET_EVENT]
Konzerte am Sonntag	[IN:GET_EVENT [SL:CATEGORY_EVENT Konzerte SL:CATEGORY_EVENT] [SL:DATE_TIME am Sonntag SL:DATE_TIME] IN:GET_EVENT]
Was kann ich nächste Woche unternehmen ?	[IN:GET_EVENT [SL:DATE_TIME nächste Woche SL:DATE_TIME] IN:GET_EVENT]
Suche nach dem Opa von Sade Brooks	[IN:GET_CONTACT [SL:CONTACT Sade Brooks SL:CONTACT] [SL:TYPE_RELATION Opa SL:TYPE_RELATION] IN:GET_CONTACT]
Wer ist der Ehemann von Ming Park ?	[IN:GET_CONTACT [SL:CONTACT Ming Park SL:CONTACT] [SL:TYPE_RELATION Ehemann SL:TYPE_RELATION] IN:GET_CONTACT]
Sag mir die aktuellen Nachrichten der Washington Post	[IN:GET_STORIES_NEWS [SL:DATE_TIME aktuellen SL:DATE_TIME] [SL:NEWS_TYPE Nachrichten SL:NEWS_TYPE] [SL:NEWS_SOURCE Washington Post SL:NEWS_SOURCE] IN:GET_STORIES_NEWS]
Was gibt es Neues auf Newsy ?	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE Neues SL:NEWS_TYPE] [SL:NEWS_SOURCE Newsy SL:NEWS_SOURCE] IN:GET_STORIES_NEWS]
Ich brauche den Benutzernamen von Cory Brumfield bei Twitch	[IN:GET_CONTACT_METHOD [SL:CONTACT Cory Brumfield SL:CONTACT] [SL:CONTACT_METHOD Benutzernamen bei Twitch SL:CONTACT_METHOD] IN:GET_CONTACT_METHOD]
Spiele 94 5 WFLA auf iHeartRadio	[IN:PLAY_MUSIC [SL:MUSIC_RADIO_ID 94 5 WFLA SL:MUSIC_RADIO_ID] [SL:MUSIC_PROVIDER_NAME iHeartRadio SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
Ich möchte Lonestar 92.5 auf iheartradio hören	[IN:PLAY_MUSIC [SL:MUSIC_RADIO_ID Lonestar 92.5 SL:MUSIC_RADIO_ID] [SL:MUSIC_PROVIDER_NAME iheartradio SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
Wie stelle ich einen Timer für 9 Minuten ein ?	[IN:CREATE_TIMER [SL:METHOD_TIMER Timer SL:METHOD_TIMER] [SL:DATE_TIME für 9 Minuten SL:DATE_TIME] IN:CREATE_TIMER]
Ist Pete Wentz bipolar ?	[IN:GET_INFO_CONTACT [SL:CONTACT Pete Wentz SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Michael Jordan ?	[IN:GET_CONTACT [SL:CONTACT Michael Jordan SL:CONTACT] IN:GET_CONTACT]
Welche berühmten Schauspieler wurden in den 70ern geboren ?	[IN:GET_CONTACT [SL:JOB Schauspieler SL:JOB] [SL:DATE_TIME in den 70ern SL:DATE_TIME] IN:GET_CONTACT]
Ich möchte Nachrichten von 1985 sehen	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE Nachrichten SL:NEWS_TYPE] [SL:DATE_TIME von 1985 SL:DATE_TIME] IN:GET_STORIES_NEWS]
Erzähl mir mehr über Leanna	[IN:GET_INFO_CONTACT [SL:CONTACT Leanna SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Brandon ?	[IN:GET_INFO_CONTACT [SL:CONTACT Brandon SL:CONTACT] IN:GET_INFO_CONTACT]
Ist Aaron ein Freund von Lili ?	[IN:GET_INFO_CONTACT [SL:CONTACT Aaron SL:CONTACT] [SL:TYPE_RELATION Freund SL:TYPE_RELATION] [SL:CONTACT_RELATED Lili SL:CONTACT_RELATED] IN:GET_INFO_CONTACT]
Erzähl mir was über Aaron .	[IN:GET_INFO_CONTACT [SL:CONTACT Aaron SL:CONTACT] IN:GET_INFO_CONTACT]
Ich würde gerne mehr über Suzy erfahren	[IN:GET_INFO_CONTACT [SL:CONTACT Suzy SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Sylvia ?	[IN:GET_INFO_CONTACT [SL:CONTACT Sylvia SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist der beste Freund von Tom ?	[IN:GET_CONTACT [SL:TYPE_RELATION beste Freund SL:TYPE_RELATION] [SL:CONTACT_RELATED Tom SL:CONTACT_RELATED] IN:GET_CONTACT]
Erzähl mir was über Zay	[IN:GET_INFO_CONTACT [SL:CONTACT Zay SL:CONTACT] IN:GET_INFO_CONTACT]
Ich möchte mehr über Kenzie wissen .	[IN:GET_INFO_CONTACT [SL:CONTACT Kenzie SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Henry , der Freund von Mark ?	[IN:GET_CONTACT [SL:CONTACT_RELATED Mark SL:CONTACT_RELATED] [SL:TYPE_RELATION Freund SL:TYPE_RELATION] [SL:CONTACT Henry SL:CONTACT] IN:GET_CONTACT]
Mag Will Kaffee ?	[IN:GET_INFO_CONTACT [SL:CONTACT Will SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Jo ?	[IN:GET_INFO_CONTACT [SL:CONTACT Jo SL:CONTACT] IN:GET_INFO_CONTACT]
Ruf meine Freundin Encid an	[IN:GET_CONTACT [SL:CONTACT_RELATED Ruf an SL:CONTACT_RELATED] [SL:TYPE_RELATION Freundin SL:TYPE_RELATION] [SL:CONTACT Encid SL:CONTACT] IN:GET_CONTACT]
Nenne mir ein paar Fakten zu Josh	[IN:GET_INFO_CONTACT [SL:CONTACT Josh SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist James , der Neffe von Tricia ?	[IN:GET_INFO_CONTACT [SL:CONTACT_RELATED Tricia SL:CONTACT_RELATED] [SL:TYPE_RELATION Neffe SL:TYPE_RELATION] [SL:CONTACT James SL:CONTACT] IN:GET_INFO_CONTACT]
Ich möchte wissen , wer Elizabeth ist .	[IN:GET_INFO_CONTACT [SL:CONTACT Elizabeth SL:CONTACT] IN:GET_INFO_CONTACT]
Für wen arbeitet Li ?	[IN:GET_EMPLOYER [SL:CONTACT Li SL:CONTACT] IN:GET_EMPLOYER]
Kannst du mir mehr Details darüber geben , wer Lisa ist ?	[IN:GET_INFO_CONTACT [SL:CONTACT Lisa SL:CONTACT] IN:GET_INFO_CONTACT]
Wer ist Keesha ?	[IN:GET_INFO_CONTACT [SL:CONTACT Keesha SL:CONTACT] IN:GET_INFO_CONTACT]
Gib mir die Einzeiheiten zu Barb .	[IN:GET_INFO_CONTACT [SL:CONTACT Barb SL:CONTACT] IN:GET_INFO_CONTACT]
Erzähl mir etwas über Carter .	[IN:GET_INFO_CONTACT [SL:CONTACT Carter SL:CONTACT] IN:GET_INFO_CONTACT]
Für wen arbeitest du ?	[IN:GET_EMPLOYER [SL:CONTACT du SL:CONTACT] IN:GET_EMPLOYER]
Wie lange arbeitet Judi schon bei Tupperware ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Judi SL:CONTACT] [SL:EMPLOYER Tupperware SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Wo arbeitet Monika ?	[IN:GET_EMPLOYER [SL:CONTACT Monika SL:CONTACT] IN:GET_EMPLOYER]
Wann hat Dave angefangen , für die Stadt Houston zu arbeiten ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Dave SL:CONTACT] [SL:EMPLOYER die Stadt Houston SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Wer ist Jesse ?	[IN:GET_INFO_CONTACT [SL:CONTACT Jesse SL:CONTACT] IN:GET_INFO_CONTACT]
Wie lange arbeitet Jill schon für ihren momentanen Arbeitgeber ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Jill SL:CONTACT] IN:GET_EMPLOYMENT_TIME]
Wie lange ist Cindy schon bei ihrem aktuellen Arbeitgeber angestellt ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Cindy SL:CONTACT] IN:GET_EMPLOYMENT_TIME]
Für welches Unternehmen arbeitet Mary ?	[IN:GET_EMPLOYER [SL:CONTACT Mary SL:CONTACT] IN:GET_EMPLOYER]
Wann hat Maryanne angefangen , für die Schule zu arbeiten ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Maryanne SL:CONTACT] [SL:EMPLOYER Schule SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Für wen arbeitet Wallace ?	[IN:GET_EMPLOYER [SL:CONTACT Wallace SL:CONTACT] IN:GET_EMPLOYER]
Wie lange arbeitet Jackie schon für Viaero ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Jackie SL:CONTACT] [SL:EMPLOYER Viaero SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Für wen arbeitet Sarah jetzt ?	[IN:GET_EMPLOYER [SL:CONTACT Sarah SL:CONTACT] IN:GET_EMPLOYER]
Arbeitet Chris noch für das NYS Dept . of Conservation ?	[IN:GET_EMPLOYER [SL:CONTACT Chris SL:CONTACT] [SL:EMPLOYER NYS Dept . of Conservation SL:EMPLOYER] IN:GET_EMPLOYER]
Wann hat Bill angefangen , bei der Polizei zu arbeiten ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Bill SL:CONTACT] [SL:EMPLOYER Polizei SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Arbeitet Jeff bei Wells Fargo ?	[IN:GET_EMPLOYER [SL:CONTACT Jeff SL:CONTACT] [SL:EMPLOYER Wells Fargo SL:EMPLOYER] IN:GET_EMPLOYER]
Wann hat Robert seinen Abschluss gemacht ?	[IN:GET_EDUCATION_TIME [SL:CONTACT Robert SL:CONTACT] [SL:LIFE_EVENT seinen Abschluss gemacht SL:LIFE_EVENT] IN:GET_EDUCATION_TIME]
Wie lange hat Sue bei wctc gearbeitet	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Sue SL:CONTACT] [SL:EMPLOYER wctc SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Wie lange arbeitet Tonya schon für Google ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Tonya SL:CONTACT] [SL:EMPLOYER Google SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Wie lange hat Lance für Novak gearbeitet ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Lance SL:CONTACT] [SL:EMPLOYER Novak SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Hat Danielle je für NHU gearbeitet ?	[IN:GET_EMPLOYER [SL:CONTACT Danielle SL:CONTACT] [SL:EMPLOYER NHU SL:EMPLOYER] IN:GET_EMPLOYER]
Wann hat Sam aufgehört , bei Facebook zu arbeiten ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Sam SL:CONTACT] [SL:EMPLOYER Facebook SL:EMPLOYER] IN:GET_EMPLOYMENT_TIME]
Habe ich je für McDonald ’s gearbeitet ?	[IN:GET_EMPLOYER [SL:CONTACT ich SL:CONTACT] [SL:EMPLOYER McDonald ’s SL:EMPLOYER] IN:GET_EMPLOYER]
Arbeitet Tina bei Kaiser Permanente ?	[IN:GET_EMPLOYER [SL:CONTACT Tina SL:CONTACT] [SL:EMPLOYER Kaiser Permanente SL:EMPLOYER] IN:GET_EMPLOYER]
Arbeitet Chase noch bei Buda Juice ?	[IN:GET_EMPLOYER [SL:CONTACT Chase SL:CONTACT] [SL:EMPLOYER Buda Juice SL:EMPLOYER] IN:GET_EMPLOYER]
Hat Jen vor 2 Jahren an der Lincoln - Schule gearbeitet ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Jen SL:CONTACT] [SL:EMPLOYER Lincoln - Schule SL:EMPLOYER] [SL:DATE_TIME vor 2 Jahren SL:DATE_TIME] IN:GET_EMPLOYMENT_TIME]
Wie lange hat Lily schon ihren aktuellen Job ?	[IN:GET_EMPLOYMENT_TIME [SL:CONTACT Lily SL:CONTACT] IN:GET_EMPLOYMENT_TIME]
Hat Jessica schon einmal das Forrect College besucht ?	[IN:GET_EDUCATION_TIME [SL:CONTACT Jessica SL:CONTACT] [SL:SCHOOL Forrect College SL:SCHOOL] IN:GET_EDUCATION_TIME]
In welchem Jahr hat Mia ihren Abschluss an der Wirtschaftshochschule gemacht ?	[IN:GET_EDUCATION_TIME [SL:CONTACT Mia SL:CONTACT] [SL:LIFE_EVENT Abschluss SL:LIFE_EVENT] [SL:SCHOOL Wirtschaftshochschule SL:SCHOOL] IN:GET_EDUCATION_TIME]
Arbeitet Donna als CPA ?	[IN:GET_JOB [SL:CONTACT Donna SL:CONTACT] [SL:JOB CPA SL:JOB] IN:GET_JOB]
Hat John die Highschool abgeschlossen ?	[IN:GET_LIFE_EVENT [SL:CONTACT John SL:CONTACT] [SL:LIFE_EVENT Highschool abgeschlossen SL:LIFE_EVENT] IN:GET_LIFE_EVENT]
Wann hat Danielle an der University of Chicago angefangen ?	[IN:GET_EDUCATION_TIME [SL:CONTACT Danielle SL:CONTACT] [SL:SCHOOL University of Chicago SL:SCHOOL] IN:GET_EDUCATION_TIME]
Was für einen Abschluss hat Hannah ?	[IN:GET_EDUCATION_DEGREE [SL:CONTACT Hannah SL:CONTACT] IN:GET_EDUCATION_DEGREE]
Welchen Abschluss hat Ivy gemacht ?	[IN:GET_EDUCATION_DEGREE [SL:CONTACT Ivy SL:CONTACT] IN:GET_EDUCATION_DEGREE]
Wie alt ist mein Neffe Joshua	[IN:GET_AGE [SL:CONTACT_RELATED mein SL:CONTACT_RELATED] [SL:TYPE_RELATION Neffe SL:TYPE_RELATION] [SL:CONTACT Joshua SL:CONTACT] IN:GET_AGE]
Wann wird Michelle 50 ?	[IN:GET_AGE [SL:CONTACT Michelle SL:CONTACT] [SL:AGE 50 SL:AGE] IN:GET_AGE]
Wie alt ist Lia ?	[IN:GET_AGE [SL:CONTACT Lia SL:CONTACT] IN:GET_AGE]
Wird Paul im Juli 67 ?	[IN:GET_AGE [SL:CONTACT Paul SL:CONTACT] [SL:AGE 67 SL:AGE] [SL:DATE_TIME im Juli SL:DATE_TIME] IN:GET_AGE]
Wie alt ist Kyle ?	[IN:GET_AGE [SL:CONTACT Kyle SL:CONTACT] IN:GET_AGE]
Wird Jen dieses Jahr 48 ?	[IN:GET_AGE [SL:CONTACT Jen SL:CONTACT] [SL:AGE 48 SL:AGE] [SL:DATE_TIME dieses Jahr SL:DATE_TIME] IN:GET_AGE]
Wie alt ist Hesham ?	[IN:GET_AGE [SL:CONTACT Hesham SL:CONTACT] IN:GET_AGE]
Was ist Davids neue Adresse seit dem Umzug ?	[IN:GET_LOCATION [SL:CONTACT Davids SL:CONTACT] IN:GET_LOCATION]
Wo arbeitet David ?	[IN:GET_LOCATION [SL:CONTACT David SL:CONTACT] IN:GET_LOCATION]
Was ist die Arbeitsadresse von Jessie ?	[IN:GET_LOCATION [SL:CONTACT Jessie SL:CONTACT] IN:GET_LOCATION]
Wohnt Kathie noch in der Riverview Street ?	[IN:GET_LOCATION [SL:CONTACT Kathie SL:CONTACT] [SL:LOCATION Riverview Street SL:LOCATION] IN:GET_LOCATION]
Wo wohnt Michael ?	[IN:GET_LOCATION [SL:CONTACT Michael SL:CONTACT] IN:GET_LOCATION]
In welchem Teil der Stadt lebt mein Ex - Freund Sam derzeit ?	[IN:GET_LOCATION [SL:CONTACT_RELATED mein SL:CONTACT_RELATED] [SL:TYPE_RELATION Ex - Freund SL:TYPE_RELATION] [SL:CONTACT Sam SL:CONTACT] IN:GET_LOCATION]
Wo hat die Marine meinen kleinen Bruder Nathan dieses Jahr stationiert ?	[IN:GET_LOCATION [SL:EMPLOYER Marine SL:EMPLOYER] [SL:CONTACT_RELATED meinen SL:CONTACT_RELATED] [SL:TYPE_RELATION kleinen Bruder SL:TYPE_RELATION] [SL:CONTACT Nathan SL:CONTACT] [SL:DATE_TIME dieses Jahr SL:DATE_TIME] IN:GET_LOCATION]
Wie lautet die Adresse von Jeff ?	[IN:GET_LOCATION [SL:CONTACT Jeff SL:CONTACT] IN:GET_LOCATION]
Wohnt Jack immer noch in Livermore ?	[IN:GET_LOCATION [SL:CONTACT Jack SL:CONTACT] [SL:LOCATION Livermore SL:LOCATION] IN:GET_LOCATION]
Lebt Joan noch in Atlanta ?	[IN:GET_LOCATION [SL:CONTACT Joan SL:CONTACT] [SL:LOCATION Atlanta SL:LOCATION] IN:GET_LOCATION]
